sim_timestamp,optimizer_time,optimizer_cost,optimizer_iterations,optimizer_success,optimizer_status,optimizer_message,optimizer_nfev,current_speed_mps,target_speed_mps,current_steer_angle_rad,target_steer_angle_rad,target_steer_rate_rps,optimal_steer_rate_cmd,optimal_accel_cmd,applied_throttle,applied_brake,applied_steer
13.745,0.0254,8.8564,4,True,0,Optimization terminated successfully,89,0.009,0.009,-0.006,0.835,0.000,0.533,-0.001,0.000,0.000,0.017
13.773,0.0255,8.8872,4,True,0,Optimization terminated successfully,89,0.009,0.009,-0.005,0.838,0.000,0.534,0.000,0.000,0.000,0.018
13.801,0.0270,8.8668,4,True,0,Optimization terminated successfully,89,0.009,0.009,-0.004,0.838,0.000,0.533,0.001,0.000,0.000,0.019
13.842,0.0257,8.8494,4,True,0,Optimization terminated successfully,89,0.009,0.009,-0.003,0.838,0.000,0.532,0.002,0.000,0.000,0.019
13.855,0.0260,8.8354,4,True,0,Optimization terminated successfully,89,0.008,0.008,-0.002,0.838,0.000,0.532,0.001,0.000,0.000,0.020
13.911,0.0254,8.8243,4,True,0,Optimization terminated successfully,89,0.008,0.008,-0.002,0.838,0.000,0.532,0.000,0.000,0.000,0.020
13.939,0.0248,8.8413,4,True,0,Optimization terminated successfully,89,0.007,0.007,-0.002,0.839,0.000,0.532,-0.001,0.000,0.000,0.020
13.966,0.0249,8.8384,4,True,0,Optimization terminated successfully,89,0.006,0.006,-0.002,0.839,0.000,0.532,-0.001,0.000,0.000,0.021
13.993,0.0266,8.8373,4,True,0,Optimization terminated successfully,89,0.006,0.006,-0.001,0.839,0.000,0.532,-0.000,0.000,0.000,0.021
14.021,0.0272,8.6756,4,True,0,Optimization terminated successfully,89,0.005,0.005,-0.001,0.831,0.000,0.527,0.001,0.000,0.000,0.020
14.034,0.0251,8.4916,4,True,0,Optimization terminated successfully,89,0.005,0.005,-0.001,0.822,0.000,0.521,0.002,0.000,0.000,0.020
14.090,0.0260,8.2494,4,True,0,Optimization terminated successfully,89,0.005,0.005,-0.002,0.810,0.000,0.514,0.001,0.000,0.000,0.020
14.118,0.0260,8.2962,4,True,0,Optimization terminated successfully,89,0.004,0.004,-0.002,0.816,0.016,0.525,-0.001,0.000,0.000,0.020
14.131,0.0257,8.7356,4,True,0,Optimization terminated successfully,89,0.003,0.003,-0.002,0.842,0.041,0.552,-0.002,0.000,0.000,0.021
14.173,0.0272,9.0850,4,True,0,Optimization terminated successfully,89,0.003,0.003,-0.002,0.860,0.052,0.568,-0.002,0.000,0.000,0.022
14.204,0.0250,9.1982,4,True,0,Optimization terminated successfully,89,0.003,0.003,-0.002,0.868,0.063,0.577,0.000,0.000,0.000,0.022
14.220,0.0254,9.0944,4,True,0,Optimization terminated successfully,89,0.004,0.004,-0.002,0.873,0.117,0.603,0.001,0.000,0.000,0.023
14.266,0.0325,8.9706,5,True,0,Optimization terminated successfully,111,0.004,0.004,-0.002,0.872,0.145,0.615,0.000,0.000,0.000,0.024
14.279,0.0346,8.4018,5,True,0,Optimization terminated successfully,111,0.006,0.006,-0.002,0.863,0.248,0.652,-0.000,0.000,0.000,0.025
14.308,0.0329,8.1712,5,True,0,Optimization terminated successfully,111,0.007,0.007,-0.002,0.861,0.308,0.675,0.000,0.000,0.000,0.026
14.338,0.0315,7.6692,5,True,0,Optimization terminated successfully,111,0.009,0.009,-0.002,0.850,0.404,0.707,-0.001,0.000,0.000,0.027
14.367,0.0331,7.2713,5,True,0,Optimization terminated successfully,111,0.011,0.011,-0.002,0.841,0.489,0.736,0.001,0.000,0.000,0.029
14.397,0.0314,7.0401,5,True,0,Optimization terminated successfully,111,0.014,0.014,-0.002,0.833,0.518,0.742,-0.001,0.000,0.000,0.029
14.426,0.0330,6.3798,5,True,0,Optimization terminated successfully,111,0.017,0.017,-0.002,0.803,0.585,0.751,-0.001,0.000,0.000,0.029
14.456,0.0317,4.8960,5,True,0,Optimization terminated successfully,111,0.020,0.020,-0.002,0.719,0.676,0.734,0.001,0.000,0.000,0.028
14.502,0.0324,4.3214,5,True,0,Optimization terminated successfully,111,0.023,0.023,-0.002,0.682,0.714,0.726,-0.001,0.000,0.000,0.028
14.515,0.0310,3.5140,5,True,0,Optimization terminated successfully,111,0.027,0.027,-0.002,0.620,0.738,0.696,0.000,0.000,0.000,0.027
14.544,0.0312,2.7967,5,True,0,Optimization terminated successfully,111,0.035,0.035,-0.002,0.554,0.718,0.646,0.001,0.000,0.000,0.025
14.574,0.0313,2.3472,5,True,0,Optimization terminated successfully,111,0.041,0.041,-0.002,0.508,0.700,0.609,-0.001,0.000,0.000,0.023
14.615,0.0323,1.8545,5,True,0,Optimization terminated successfully,111,0.064,0.064,-0.002,0.451,0.681,0.566,0.001,0.000,0.000,0.021
14.631,0.0324,1.5146,5,True,0,Optimization terminated successfully,111,0.108,0.108,-0.002,0.406,0.661,0.529,-0.001,0.000,0.000,0.020
14.660,0.0335,0.9003,5,True,0,Optimization terminated successfully,111,0.168,0.168,-0.002,0.310,0.559,0.426,-0.001,0.000,0.000,0.015
14.690,0.0320,0.6433,5,True,0,Optimization terminated successfully,111,0.244,0.244,-0.003,0.263,0.445,0.350,0.001,0.000,0.000,0.012
14.719,0.0437,1642.5166,7,True,0,Optimization terminated successfully,152,0.327,13.889,-0.003,0.214,0.304,0.261,3.000,1.000,0.000,0.009
14.748,0.0391,1623.8854,6,True,0,Optimization terminated successfully,131,0.400,13.889,-0.003,0.172,0.221,0.202,3.000,1.000,0.000,0.006
14.777,0.0370,1608.4138,6,True,0,Optimization terminated successfully,129,0.461,13.889,-0.003,0.139,0.164,0.160,3.000,1.000,0.000,0.004
14.807,0.0447,1595.9849,6,True,0,Optimization terminated successfully,129,0.510,13.889,-0.003,0.105,0.117,0.119,3.000,1.000,0.000,0.002
14.852,0.0434,1584.3360,5,True,0,Optimization terminated successfully,109,0.557,13.889,-0.003,0.114,0.085,0.110,3.000,1.000,0.000,0.002
14.866,0.0356,1568.8337,5,True,0,Optimization terminated successfully,109,0.619,13.889,-0.003,0.110,0.041,0.090,3.000,1.000,0.000,0.001
14.910,0.0370,1555.7160,5,True,0,Optimization terminated successfully,107,0.671,13.889,-0.003,0.102,0.032,0.083,3.000,1.000,0.000,0.001
14.938,0.0309,1544.9767,5,True,0,Optimization terminated successfully,107,0.715,13.889,-0.003,0.096,0.024,0.076,3.000,1.000,0.000,0.001
14.952,0.0329,1535.8644,5,True,0,Optimization terminated successfully,107,0.752,13.889,-0.003,0.087,0.004,0.063,3.000,1.000,0.000,-0.000
14.998,0.0332,1524.3229,5,True,0,Optimization terminated successfully,107,0.799,13.889,-0.003,0.088,0.000,0.060,3.000,1.000,0.000,-0.000
15.031,0.0317,1508.1165,5,True,0,Optimization terminated successfully,107,0.865,13.889,-0.003,0.086,0.000,0.058,3.000,1.000,0.000,-0.000
15.046,0.0245,1490.2571,4,True,0,Optimization terminated successfully,87,0.938,13.889,-0.003,0.087,0.000,0.059,3.000,1.000,0.000,-0.000
15.079,0.0244,1477.9535,4,True,0,Optimization terminated successfully,87,0.989,13.889,-0.003,0.087,0.000,0.059,3.000,1.000,0.000,-0.000
15.108,0.0243,1470.7188,4,True,0,Optimization terminated successfully,87,1.019,13.889,-0.003,0.087,0.000,0.059,3.000,1.000,0.000,-0.000
15.139,0.0259,1467.5669,4,True,0,Optimization terminated successfully,87,1.032,13.889,-0.003,0.087,0.000,0.059,3.000,1.000,0.000,-0.000
15.168,0.0265,1467.4133,4,True,0,Optimization terminated successfully,87,1.033,13.889,-0.003,0.087,0.000,0.059,3.000,1.000,0.000,-0.000
15.198,0.0265,1468.9441,4,True,0,Optimization terminated successfully,87,1.027,13.889,-0.003,0.092,0.000,0.062,3.000,1.000,0.000,-0.000
15.227,0.0248,1471.4534,4,True,0,Optimization terminated successfully,87,1.016,13.889,-0.004,0.096,0.000,0.065,3.000,1.000,0.000,-0.000
15.258,0.0314,1474.3325,5,True,0,Optimization terminated successfully,107,1.004,13.889,-0.004,0.096,0.000,0.065,3.000,1.000,0.000,-0.000
15.300,0.0317,1475.9982,5,True,0,Optimization terminated successfully,107,0.997,13.889,-0.004,0.096,0.000,0.065,3.000,1.000,0.000,-0.000
15.327,0.0262,1475.8810,4,True,0,Optimization terminated successfully,87,0.998,13.889,-0.004,0.108,-0.002,0.071,3.000,1.000,0.000,-0.000
15.356,0.0304,1472.9193,5,True,0,Optimization terminated successfully,107,1.010,13.889,-0.004,0.120,-0.017,0.073,3.000,1.000,0.000,-0.000
15.383,0.0307,1467.2403,5,True,0,Optimization terminated successfully,107,1.034,13.889,-0.004,0.127,-0.031,0.072,3.000,1.000,0.000,-0.000
15.410,0.0303,1458.5902,5,True,0,Optimization terminated successfully,107,1.071,13.889,-0.004,0.143,-0.067,0.068,3.000,1.000,0.000,-0.001
15.439,0.0320,1447.5728,5,True,0,Optimization terminated successfully,107,1.117,13.889,-0.005,0.154,-0.091,0.065,3.000,1.000,0.000,-0.001
15.468,0.0328,1435.3500,5,True,0,Optimization terminated successfully,109,1.169,13.889,-0.005,0.181,-0.147,0.058,3.000,1.000,0.000,-0.002
15.497,0.0321,1422.0312,5,True,0,Optimization terminated successfully,109,1.226,13.889,-0.005,0.193,-0.174,0.055,3.000,1.000,0.000,-0.002
15.525,0.0324,1407.3816,5,True,0,Optimization terminated successfully,109,1.288,13.889,-0.005,0.210,-0.226,0.045,3.000,1.000,0.000,-0.003
15.553,0.0374,1392.0676,6,True,0,Optimization terminated successfully,129,1.355,13.889,-0.006,0.240,-0.280,0.042,3.000,1.000,0.000,-0.003
15.566,0.0369,1375.8271,6,True,0,Optimization terminated successfully,129,1.426,13.889,-0.006,0.257,-0.343,0.027,3.000,1.000,0.000,-0.004
15.608,0.0382,1359.2203,6,True,0,Optimization terminated successfully,131,1.499,13.889,-0.006,0.300,-0.384,0.038,3.000,1.000,0.000,-0.004
15.621,0.0384,1342.7224,6,True,0,Optimization terminated successfully,131,1.574,13.889,-0.007,0.369,-0.399,0.076,3.000,1.000,0.000,-0.002
15.663,0.0375,1326.1383,6,True,0,Optimization terminated successfully,131,1.649,13.889,-0.007,0.423,-0.381,0.117,3.000,1.000,0.000,-0.001
15.691,0.0386,1308.9195,6,True,0,Optimization terminated successfully,131,1.726,13.889,-0.007,0.444,-0.363,0.138,3.000,1.000,0.000,-0.000
15.719,0.0394,1291.8198,6,True,0,Optimization terminated successfully,131,1.803,13.889,-0.007,0.467,-0.348,0.159,3.000,1.000,0.000,0.000
15.747,0.0389,1274.8765,6,True,0,Optimization terminated successfully,131,1.880,13.889,-0.008,0.498,-0.336,0.184,3.000,1.000,0.000,0.001
15.776,0.0371,1258.4251,6,True,0,Optimization terminated successfully,131,1.956,13.889,-0.008,0.533,-0.333,0.208,3.000,1.000,0.000,0.002
15.791,0.0409,1243.4686,6,True,0,Optimization terminated successfully,131,2.028,13.889,-0.008,0.594,-0.344,0.242,3.000,1.000,0.000,0.003
15.820,0.0387,1228.3309,6,True,0,Optimization terminated successfully,131,2.100,13.889,-0.008,0.629,-0.349,0.262,3.000,1.000,0.000,0.004
15.863,0.0370,1212.0529,6,True,0,Optimization terminated successfully,131,2.177,13.889,-0.009,0.664,-0.335,0.290,3.000,1.000,0.000,0.005
15.890,0.0377,1195.4908,6,True,0,Optimization terminated successfully,131,2.254,13.889,-0.009,0.684,-0.293,0.320,3.000,1.000,0.000,0.006
15.919,0.0374,1178.6867,6,True,0,Optimization terminated successfully,131,2.333,13.889,-0.009,0.712,-0.213,0.371,3.000,1.000,0.000,0.008
15.947,0.0393,1162.3435,6,True,0,Optimization terminated successfully,129,2.410,13.889,-0.009,0.718,-0.186,0.385,3.000,1.000,0.000,0.009
15.976,0.0393,1145.6998,6,True,0,Optimization terminated successfully,131,2.486,13.889,-0.009,0.725,-0.030,0.452,3.000,1.000,0.000,0.011
16.006,0.0375,1129.5882,6,True,0,Optimization terminated successfully,129,2.561,13.889,-0.009,0.726,0.010,0.470,3.000,1.000,0.000,0.012
16.035,0.0361,1113.9074,6,True,0,Optimization terminated successfully,129,2.636,13.889,-0.008,0.727,0.034,0.481,3.000,1.000,0.000,0.013
16.078,0.0398,1096.7392,6,True,0,Optimization terminated successfully,131,2.718,13.889,-0.008,0.725,0.075,0.495,3.000,1.000,0.000,0.014
16.105,0.0388,1079.9676,6,True,0,Optimization terminated successfully,131,2.798,13.889,-0.008,0.716,0.081,0.492,3.000,1.000,0.000,0.014
16.134,0.0429,1063.7070,6,True,0,Optimization terminated successfully,129,2.877,13.889,-0.007,0.708,0.054,0.478,3.000,1.000,0.000,0.014
16.164,0.0439,1048.2370,6,True,0,Optimization terminated successfully,129,2.954,13.889,-0.007,0.707,0.006,0.457,3.000,1.000,0.000,0.013
16.191,0.0865,6.1151,11,True,0,Optimization terminated successfully,243,3.030,3.030,-0.006,0.693,0.000,0.442,-0.002,0.000,0.000,0.013
16.220,0.0183,6.0498,3,True,0,Optimization terminated successfully,67,3.103,3.103,-0.005,0.690,0.000,0.439,0.001,0.000,0.000,0.014
16.249,0.0246,6.0589,4,True,0,Optimization terminated successfully,89,3.176,3.176,-0.004,0.691,0.000,0.440,0.001,0.000,0.000,0.014
16.276,0.0283,6.0561,4,True,0,Optimization terminated successfully,89,3.247,3.247,-0.004,0.692,0.000,0.440,0.001,0.000,0.000,0.015
16.305,0.0265,5.9891,4,True,0,Optimization terminated successfully,89,3.316,3.316,-0.003,0.691,0.014,0.446,0.001,0.000,0.000,0.016
16.334,0.0243,5.9035,4,True,0,Optimization terminated successfully,89,3.384,3.384,-0.002,0.691,0.033,0.453,0.000,0.000,0.000,0.017
16.362,0.0250,5.7842,4,True,0,Optimization terminated successfully,89,3.451,3.451,-0.002,0.690,0.061,0.463,-0.001,0.000,0.000,0.018
16.376,0.0376,937.2225,6,True,0,Optimization terminated successfully,131,3.514,13.889,-0.001,0.689,0.171,0.507,3.000,1.000,0.000,0.020
16.417,0.0464,924.7475,7,True,0,Optimization terminated successfully,153,3.576,13.889,-0.000,0.663,0.333,0.557,3.000,1.000,0.000,0.023
16.444,0.0376,912.4925,6,True,0,Optimization terminated successfully,131,3.635,13.889,0.000,0.604,0.405,0.547,3.000,1.000,0.000,0.023
16.472,0.0381,900.6166,6,True,0,Optimization terminated successfully,131,3.695,13.889,0.001,0.556,0.412,0.520,3.000,1.000,0.000,0.022
16.500,0.0374,888.4533,6,True,0,Optimization terminated successfully,132,3.756,13.889,0.001,0.484,0.408,0.472,3.000,1.000,0.000,0.020
16.527,0.0385,876.3726,6,True,0,Optimization terminated successfully,132,3.818,13.889,0.002,0.410,0.361,0.406,2.992,0.997,0.000,0.018
16.555,0.0392,864.6155,6,True,0,Optimization terminated successfully,132,3.880,13.889,0.002,0.370,0.233,0.328,2.984,0.995,0.000,0.015
16.584,0.0429,852.9647,6,True,0,Optimization terminated successfully,132,3.944,13.889,0.002,0.353,0.046,0.240,2.973,0.991,0.000,0.012
16.597,0.0432,841.1845,6,True,0,Optimization terminated successfully,132,4.009,13.889,0.002,0.333,-0.066,0.182,2.959,0.986,0.000,0.009
16.640,0.0364,829.4784,5,True,0,Optimization terminated successfully,110,4.076,13.889,0.003,0.345,-0.141,0.159,2.950,0.983,0.000,0.009
16.668,0.0373,817.6946,5,True,0,Optimization terminated successfully,110,4.143,13.889,0.003,0.375,-0.171,0.167,2.939,0.980,0.000,0.009
16.701,0.0424,805.5514,6,True,0,Optimization terminated successfully,130,4.214,13.889,0.003,0.413,-0.185,0.185,2.928,0.976,0.000,0.010
16.717,0.0430,792.8167,6,True,0,Optimization terminated successfully,132,4.289,13.889,0.003,0.448,-0.192,0.203,2.914,0.971,0.000,0.011
16.762,0.0384,779.6260,6,True,0,Optimization terminated successfully,130,4.366,13.889,0.003,0.471,-0.218,0.208,2.903,0.968,0.000,0.011
16.775,0.0417,766.2240,6,True,0,Optimization terminated successfully,132,4.446,13.889,0.003,0.491,-0.245,0.209,2.889,0.963,0.000,0.011
16.821,0.0377,752.7244,6,True,0,Optimization terminated successfully,132,4.528,13.889,0.003,0.538,-0.251,0.236,2.875,0.958,0.000,0.012
16.850,0.0372,738.1413,6,True,0,Optimization terminated successfully,132,4.615,13.889,0.003,0.556,-0.229,0.257,2.861,0.954,0.000,0.013
16.878,0.0430,723.4018,7,True,0,Optimization terminated successfully,152,4.706,13.889,0.003,0.602,-0.159,0.314,2.847,0.949,0.000,0.015
16.907,0.0396,707.7842,6,True,0,Optimization terminated successfully,132,4.801,13.889,0.003,0.628,-0.092,0.358,2.831,0.944,0.000,0.017
16.936,0.0403,691.3157,6,True,0,Optimization terminated successfully,132,4.900,13.889,0.003,0.627,-0.070,0.366,2.815,0.938,0.000,0.018
16.964,0.0376,675.4536,6,True,0,Optimization terminated successfully,132,4.998,13.889,0.003,0.628,-0.062,0.370,2.799,0.933,0.000,0.018
16.992,0.0383,662.9413,6,True,0,Optimization terminated successfully,132,5.075,13.889,0.003,0.626,-0.059,0.370,2.787,0.929,0.000,0.018
17.022,0.0359,653.3023,6,True,0,Optimization terminated successfully,132,5.137,13.889,0.004,0.635,-0.072,0.370,2.777,0.926,0.000,0.018
17.050,0.0403,645.6115,6,True,0,Optimization terminated successfully,132,5.186,13.889,0.004,0.642,-0.083,0.370,2.769,0.923,0.000,0.018
17.078,0.0371,638.8564,6,True,0,Optimization terminated successfully,132,5.231,13.889,0.004,0.658,-0.098,0.374,2.761,0.920,0.000,0.019
17.106,0.0384,632.0710,6,True,0,Optimization terminated successfully,132,5.276,13.889,0.004,0.671,-0.106,0.379,2.754,0.918,0.000,0.019
17.134,0.0421,625.2727,6,True,0,Optimization terminated successfully,132,5.323,13.889,0.004,0.697,-0.107,0.395,2.746,0.915,0.000,0.020
17.162,0.0377,617.3901,6,True,0,Optimization terminated successfully,132,5.375,13.889,0.004,0.711,-0.086,0.412,2.738,0.913,0.000,0.020
17.190,0.0380,608.0987,6,True,0,Optimization terminated successfully,132,5.436,13.889,0.004,0.719,-0.053,0.431,2.728,0.909,0.000,0.021
17.204,0.0369,597.0754,6,True,0,Optimization terminated successfully,132,5.508,13.889,0.005,0.720,-0.033,0.440,2.716,0.905,0.000,0.022
17.247,0.0367,584.1395,6,True,0,Optimization terminated successfully,132,5.593,13.889,0.005,0.720,-0.023,0.444,2.702,0.901,0.000,0.022
17.275,0.0393,568.7857,6,True,0,Optimization terminated successfully,132,5.696,13.889,0.005,0.719,-0.005,0.450,2.686,0.895,0.000,0.022
17.289,0.0364,551.3839,6,True,0,Optimization terminated successfully,132,5.815,13.889,0.004,0.716,0.000,0.451,2.666,0.889,0.000,0.022
17.331,0.0719,6.0512,11,True,0,Optimization terminated successfully,243,5.948,5.948,0.004,0.706,0.031,0.457,-0.002,0.000,0.000,0.022
17.358,0.0252,5.6392,4,True,0,Optimization terminated successfully,89,6.102,6.102,0.004,0.699,0.122,0.493,-0.000,0.000,0.000,0.024
17.387,0.0264,5.3180,4,True,0,Optimization terminated successfully,89,6.278,6.278,0.005,0.685,0.153,0.494,-0.001,0.000,0.000,0.024
17.414,0.0322,4.7664,5,True,0,Optimization terminated successfully,111,6.470,6.470,0.005,0.659,0.204,0.499,0.001,0.000,0.000,0.024
17.442,0.0248,4.4885,4,True,0,Optimization terminated successfully,89,6.671,6.671,0.005,0.645,0.230,0.500,0.001,0.000,0.000,0.024
17.471,0.0314,4.4018,5,True,0,Optimization terminated successfully,111,6.878,6.878,0.005,0.640,0.234,0.499,0.000,0.000,0.000,0.024
17.498,0.0308,4.0557,5,True,0,Optimization terminated successfully,111,7.084,7.084,0.005,0.613,0.218,0.475,0.000,0.000,0.000,0.024
17.525,0.0258,3.8467,4,True,0,Optimization terminated successfully,89,7.289,7.289,0.005,0.593,0.183,0.447,0.000,0.000,0.000,0.023
17.539,0.0243,3.7226,4,True,0,Optimization terminated successfully,89,7.488,7.488,0.005,0.582,0.173,0.436,0.001,0.000,0.000,0.022
17.581,0.0248,3.6187,4,True,0,Optimization terminated successfully,89,7.681,7.681,0.006,0.573,0.162,0.425,0.001,0.000,0.000,0.022
17.595,0.0247,3.5242,4,True,0,Optimization terminated successfully,89,7.867,7.867,0.006,0.563,0.141,0.410,0.000,0.000,0.000,0.022
17.639,0.0245,3.4694,4,True,0,Optimization terminated successfully,89,8.046,8.046,0.007,0.555,0.117,0.395,-0.001,0.000,0.000,0.022
17.667,0.0244,3.3772,4,True,0,Optimization terminated successfully,89,8.218,8.218,0.007,0.545,0.096,0.379,-0.001,0.000,0.000,0.021
17.680,0.0278,3.3682,4,True,0,Optimization terminated successfully,89,8.383,8.383,0.008,0.545,0.096,0.379,-0.001,0.000,0.000,0.022
17.723,0.0253,3.3141,4,True,0,Optimization terminated successfully,89,8.543,8.543,0.009,0.539,0.084,0.370,0.001,0.000,0.000,0.022
17.751,0.0263,3.2768,4,True,0,Optimization terminated successfully,89,8.699,8.699,0.009,0.535,0.073,0.362,0.001,0.000,0.000,0.022
17.779,0.0264,3.2047,4,True,0,Optimization terminated successfully,89,8.850,8.850,0.010,0.528,0.063,0.353,0.001,0.000,0.000,0.023
17.809,0.0253,3.1126,4,True,0,Optimization terminated successfully,89,9.000,9.000,0.011,0.519,0.049,0.341,-0.000,0.000,0.000,0.023
17.839,0.0259,3.0921,4,True,0,Optimization terminated successfully,89,9.145,9.145,0.012,0.515,0.033,0.332,-0.001,0.000,0.000,0.023
17.853,0.0255,3.0836,4,True,0,Optimization terminated successfully,89,9.288,9.288,0.012,0.515,0.033,0.332,-0.001,0.000,0.000,0.024
17.881,0.0203,3.0519,3,True,0,Optimization terminated successfully,67,9.427,9.427,0.013,0.512,0.026,0.323,0.001,0.000,0.000,0.024
17.924,0.0269,3.0651,4,True,0,Optimization terminated successfully,89,9.562,9.562,0.013,0.510,0.007,0.317,-0.000,0.000,0.000,0.024
17.953,0.0189,3.0301,3,True,0,Optimization terminated successfully,67,9.694,9.694,0.014,0.506,0.001,0.310,0.000,0.000,0.000,0.024
17.981,0.0262,3.0330,4,True,0,Optimization terminated successfully,89,9.823,9.823,0.014,0.507,0.000,0.312,0.000,0.000,0.000,0.025
18.010,0.0182,3.0185,3,True,0,Optimization terminated successfully,67,9.949,9.949,0.015,0.506,0.000,0.308,-0.001,0.000,0.000,0.025
18.038,0.0205,3.0137,3,True,0,Optimization terminated successfully,67,10.073,10.073,0.015,0.506,0.000,0.308,-0.000,0.000,0.000,0.025
18.067,0.0183,3.0619,3,True,0,Optimization terminated successfully,67,10.193,10.193,0.016,0.510,0.000,0.311,-0.000,0.000,0.000,0.025
18.080,0.0191,3.0579,3,True,0,Optimization terminated successfully,67,10.311,10.311,0.016,0.510,0.000,0.310,-0.000,0.000,0.000,0.026
18.110,0.0207,3.0413,3,True,0,Optimization terminated successfully,67,10.426,10.426,0.016,0.509,0.000,0.309,0.000,0.000,0.000,0.026
18.138,0.0187,3.0514,3,True,0,Optimization terminated successfully,67,10.533,10.533,0.017,0.511,0.000,0.310,0.000,0.000,0.000,0.026
18.167,0.0192,3.0461,3,True,0,Optimization terminated successfully,67,10.625,10.625,0.017,0.511,0.000,0.310,0.000,0.000,0.000,0.027
18.209,0.0194,3.0390,3,True,0,Optimization terminated successfully,67,10.689,10.689,0.018,0.511,0.000,0.309,0.000,0.000,0.000,0.027
18.223,0.0203,3.0724,3,True,0,Optimization terminated successfully,67,10.717,10.717,0.018,0.514,0.000,0.311,0.000,0.000,0.000,0.028
18.253,0.0195,3.0638,3,True,0,Optimization terminated successfully,67,10.701,10.701,0.019,0.514,0.000,0.310,0.000,0.000,0.000,0.028
18.296,0.0189,3.0571,3,True,0,Optimization terminated successfully,67,10.642,10.642,0.020,0.514,0.000,0.310,0.000,0.000,0.000,0.029
18.325,0.0198,3.0696,3,True,0,Optimization terminated successfully,67,10.538,10.538,0.020,0.515,0.000,0.311,0.000,0.000,0.000,0.029
18.355,0.0203,3.0532,3,True,0,Optimization terminated successfully,67,10.391,10.391,0.020,0.514,0.000,0.310,0.000,0.000,0.000,0.029
18.369,0.0220,3.0497,3,True,0,Optimization terminated successfully,67,10.202,10.202,0.021,0.514,0.000,0.310,0.000,0.000,0.000,0.030
18.413,0.0189,3.0476,3,True,0,Optimization terminated successfully,67,9.980,9.980,0.021,0.514,0.000,0.310,0.000,0.000,0.000,0.030
18.443,0.0190,3.0469,3,True,0,Optimization terminated successfully,67,9.726,9.726,0.021,0.514,0.000,0.310,0.000,0.000,0.000,0.030
18.474,0.0187,3.0456,3,True,0,Optimization terminated successfully,67,9.444,9.444,0.021,0.514,0.000,0.310,0.000,0.000,0.000,0.030
18.504,0.0238,3.0421,3,True,0,Optimization terminated successfully,67,9.140,9.140,0.021,0.514,0.000,0.309,0.000,0.000,0.000,0.030
18.518,0.0187,3.0228,3,True,0,Optimization terminated successfully,67,8.822,8.822,0.022,0.513,0.000,0.308,0.000,0.000,0.000,0.030
18.561,0.0208,3.0225,3,True,0,Optimization terminated successfully,67,8.435,8.435,0.022,0.514,0.000,0.308,0.000,0.000,0.000,0.031
18.590,0.0203,3.0095,3,True,0,Optimization terminated successfully,67,7.963,7.963,0.023,0.513,0.000,0.308,0.000,0.000,0.000,0.031
18.604,0.0211,3.0013,3,True,0,Optimization terminated successfully,67,7.417,7.417,0.023,0.513,0.000,0.307,0.000,0.000,0.000,0.032
18.633,0.0189,2.9925,3,True,0,Optimization terminated successfully,67,6.807,6.807,0.024,0.513,0.000,0.307,0.000,0.000,0.000,0.033
18.676,0.0207,2.9720,3,True,0,Optimization terminated successfully,67,6.160,6.160,0.025,0.513,0.000,0.306,0.000,0.000,0.000,0.033
18.705,0.0187,2.9566,3,True,0,Optimization terminated successfully,67,5.502,5.502,0.027,0.513,0.000,0.305,0.000,0.000,0.000,0.034
18.734,0.0192,2.9402,3,True,0,Optimization terminated successfully,67,4.859,4.859,0.028,0.513,0.000,0.304,0.000,0.000,0.000,0.035
18.764,0.0192,2.9254,3,True,0,Optimization terminated successfully,67,4.257,4.257,0.029,0.513,0.000,0.303,0.000,0.000,0.000,0.036
18.792,0.0206,2.9120,3,True,0,Optimization terminated successfully,67,3.712,3.712,0.030,0.513,0.000,0.303,0.000,0.000,0.000,0.037
18.807,0.0204,2.9027,3,True,0,Optimization terminated successfully,67,3.236,3.236,0.031,0.513,0.000,0.302,0.000,0.000,0.000,0.038
18.853,0.0190,2.8955,3,True,0,Optimization terminated successfully,67,2.836,2.836,0.032,0.513,0.000,0.302,0.000,0.000,0.000,0.038
18.867,0.0189,2.8939,3,True,0,Optimization terminated successfully,67,2.508,2.508,0.032,0.513,0.000,0.302,0.000,0.000,0.000,0.038
18.909,0.0207,2.8962,3,True,0,Optimization terminated successfully,67,2.240,2.240,0.031,0.513,0.000,0.302,0.000,0.000,0.000,0.038
18.939,0.0190,2.9054,3,True,0,Optimization terminated successfully,67,2.021,2.021,0.031,0.513,0.000,0.302,0.000,0.000,0.000,0.038
18.967,0.0190,2.8999,3,True,0,Optimization terminated successfully,67,1.841,1.841,0.030,0.511,0.000,0.302,0.000,0.000,0.000,0.037
18.996,0.0205,2.9428,3,True,0,Optimization terminated successfully,67,1.690,1.690,0.028,0.513,0.000,0.304,0.000,0.000,0.000,0.036
19.024,0.0189,2.9666,3,True,0,Optimization terminated successfully,67,1.561,1.561,0.026,0.513,0.000,0.306,0.000,0.000,0.000,0.034
19.054,0.0188,2.9975,3,True,0,Optimization terminated successfully,67,1.446,1.446,0.024,0.513,0.000,0.307,0.000,0.000,0.000,0.032
19.068,0.0207,3.0245,3,True,0,Optimization terminated successfully,67,1.342,1.342,0.021,0.513,0.000,0.309,0.000,0.000,0.000,0.030
19.097,0.0186,3.0406,3,True,0,Optimization terminated successfully,67,1.246,1.246,0.019,0.512,0.000,0.309,0.000,0.000,0.000,0.028
